AuthorName,aPublication,coAuthor,yearsInField,venueImpact,h-Index,i10-Index,aRefs,TotalCitation,CitationsPerYear
Benjamin Wilms,1,7,1,8,1,0,0,2,2
Benjamin Y. Brewster,0,8,1,0,0,0,0,0,0
Benjamin Ylvisaker,1.5,11,5,27.5,3,3,3.5,135,27
Benjamin Yolken,4,16.5,2,139.5,4,2,3,52,26
Bennet Uk,2,9,1,66,2,0,0,15,15
Bennet Yee,0,31,1,0,0,0,0,0,0
Benno Heigl,2.428571429,9.285714286,9,38,10,11,4,315,35
Benno Stabernack,1.25,19,9,21,2,1,0.5,74,8.222222222
Benny Akesson,1,27,2,15.5,2,2,4.5,104,52
Benny Godlin,2,7,4,52.75,6,4,12.5,89,22.25
Benny Rochwerger,1,30,7,26,2,1,1.666666667,372,53.14285714
Benny Schnaider,1,1,1,32,1,1,0,21,21
Benny Th\xc3\xb6rnberg,2.25,9.75,6,50.25,5,2,0,51,8.5
Benny Wang-Leung Cheung,1.2,2.6,8,24.4,4,1,0,77,9.625
Beno\xc3\xaet Badrignans,1.666666667,12,3,31.66666667,3,1,0,28,9.333333333
Beno\xc3\xaet Caillaud,2.153846154,9.769230769,18,54.23076923,17,18,6.538461538,758,42.11111111
Beno\xc3\xaet Charlot,1.428571429,5.285714286,10,22.14285714,8,7,3.285714286,207,20.7
Beno\xc3\xaet Dupont de Dinechin,1.272727273,3,18,21.45454545,7,5,4.727272727,120,6.666666667
Beno\xc3\xaet Godard,1.5,15.5,2,28,3,0,2,12,6
Beno\xc3\xaet Meister,1,6,5,14.25,3,2,7.5,89,17.8
Beno\xc3\xaet Montagu,0,1,1,0,0,0,10,0,0
Beno\xc3\xaet Robillard,0,3,1,0,0,0,13,0,0
Benoit A. Gennart,1.75,4.875,12,53.5,4,2,2.125,87,7.25
Benoit Bakeroot,1,5,1,12,0,0,0,0,0
Benoit Boissinot,1,19,1,21,0,0,34,0,0
Benoit Clement,1.5,5.5,8,31,0,0,3,0,0
Benoit Dufort,2.5,2.5,2,44.5,4,2,4,58,29
Benoit Marchand,1,2,1,37,0,0,0,0,0
Benoit Miramond,2.333333333,16,4,36,2,1,2.666666667,38,9.5
Bent Bruun Kristensen,1.666666667,2.19047619,33,27.76190476,15,20,4.19047619,1120,33.93939394
Bent Thomsen,2,7.75,21,34.16666667,13,13,3,1187,56.52380952
Benton H. Calhoun,2,31.83333333,6,36.5,10,11,8.5,558,93
Benton L. Leong,1.333333333,2.666666667,16,33.66666667,6,6,0.166666667,1318,82.375
Beomseok Nam,1.571428571,7,10,44.57142857,7,6,8.142857143,147,14.7
Beomsup Kim,1.6,4.4,13,42.1,6,4,0,392,30.15384615
Ber\xc3\xa7 Rustem,2.625,12.125,18,72.625,7,7,1.25,154,8.555555556
Berk Hess,1,7,9,27,3,3,0,5341,593.4444444
Berkehan Ciftcioglu,1,18,1,28,1,1,13,12,12
Berkin Akin,0,6,1,0,0,0,0,0,0
Berkin \xc3\x96zisikyilmaz,2.333333333,13.33333333,3,64.33333333,5,4,17.33333333,173,57.66666667
Bermjae Choi,1,3,1,29,1,0,0,8,8
Bernab\xc3\xa9 Dorronsoro,3.2,21.4,5,75.6,11,13,10,652,130.4
Bernab\xc3\xa9 Dorronsoro D\xc3\xadaz,1,8,2,36,2,1,17.5,56,28
Bernadeta Srijanto,1,6,1,18,0,0,0,0,0
Bernady O. Apduhan,4,30.71428571,10,55.42857143,9,9,6,267,26.7
Bernard A. McCoy,2,4.333333333,3,50.66666667,5,5,0,282,94
Bernard Antaki,1,4,3,25.5,1,0,1,3,1
Bernard Brezzo,0,34,1,0,0,0,0,0,0
Bernard Candaele,1,6.8,5,15,2,0,0,6,1.2
Bernard Courtois,2.47826087,6.739130435,28,50.2173913,21,28,1.913043478,1515,54.10714286
Bernard Dieny,1,12,1,12,0,0,3,0,0
Bernard Girau,2.75,6.625,15,41.25,8,6,1.375,144,9.6
Bernard J. Bennington,1,0.75,34,30.25,2,2,1.5,70,2.058823529
Bernard K. Gunther,1.75,3.5,4,23.25,4,3,3.5,167,41.75
Bernard L. Menezes,1.571428571,3.285714286,11,39,5,2,2,65,5.909090909
Bernard L. Peuto,1.333333333,1,22,53.33333333,3,3,0.333333333,162,7.363636364
Bernard Lang,1.647058824,2.764705882,32,39.52941176,9,9,4.764705882,1145,35.78125
Bernard Lapeyre,0,9,1,0,0,0,0,0,0
Bernard Laurent,1.25,2.75,7,28.5,1,0,0,3,0.428571429
Bernard Lorho,1.2,1.2,15,11.6,3,2,0,297,19.8
Bernard Mans,2.933333333,8.6,15,58.73333333,16,24,5.866666667,732,48.8
Bernard N. Fischer,1,0,1,42,0,0,0,0,0
Bernard N. Sheehan,1.833333333,0.166666667,12,56.66666667,7,5,8.833333333,232,19.33333333
Bernard P. Serpette,1.555555556,3.111111111,18,26.77777778,9,8,12.11111111,315,17.5
Bernard Plessier,1.285714286,3.857142857,8,34.28571429,8,8,1.285714286,666,83.25
Bernard Ramanadin,1,5,1,32,0,0,6,0,0
Bernard Roux,1.375,3.875,14,31.125,4,0,0.75,36,2.571428571
Bernard Schechter,1,0,1,32,0,0,0,0,0
Bernard Tourancheau,2.315789474,7,22,44.84210526,15,18,1.473684211,930,42.27272727
Bernard Toursel,2.933333333,7.6,18,41.93333333,10,13,3.8,254,14.11111111
Bernard Wong,3.375,9,8,83.625,11,11,10.125,595,74.375
Bernardo J. Rodriquez,1,1,1,37,0,0,0,0,0
Bernardo Kastrup,1.666666667,3,3,71,3,2,1.333333333,142,47.33333333
Bernd Becker,8,30.52,26,147.32,30,101,17,3584,137.8461538
Bernd Bleisteiner,1,7,1,15,1,0,5,8,8
Bernd Burgstaller,1.555555556,8.333333333,13,16.66666667,5,3,8.444444444,96,7.384615385
Bernd Deutschmann,2.5,5.5,4,19,1,0,0,10,2.5
Bernd Freisleben,6.80952381,29.61904762,24,126.4761905,26,55,10.23809524,2634,109.75
Bernd Hamann,6.947368421,36.89473684,19,193.2105263,32,80,21.89473684,3504,184.4210526
Bernd Hardung,1,2,4,19,2,2,1.333333333,68,17
Bernd Hedenetz,2,22,1,35,2,2,3,28,28
Bernd Heinrichs,3.6,4.8,6,40.6,4,2,0,54,9
Bernd Hentschel,1.25,14.75,5,21.75,3,2,2.25,48,9.6
Bernd Klauer,1.615384615,4,16,20.84615385,6,0,0.461538462,67,4.1875
Bernd Kleinjohann,2.857142857,10.42857143,23,49.07142857,9,9,1,335,14.56521739
Bernd Koenemann,1.25,4.375,11,22.125,3,2,0.25,53,4.818181818
Bernd Leppla,2,13,1,53,2,1,7,31,31
Bernd Mohr,3.625,18.375,22,63.4375,18,33,3.9375,1441,65.5
Bernd Obermeier,1.5,2,2,35.5,3,2,8.5,60,30
Bernd Sch\xc3\xbcrmann,1.588235294,3.235294118,21,28.35294118,10,11,1.705882353,229,10.9047619
Bernd Scheuermann,2.25,11.25,6,39.5,5,3,5.75,79,13.16666667
Bernd Schr\xc3\xb6der,1,2,16,17.2,1,1,0,48,3
Bernd St\xc3\xb6hr,1,1.5,4,20,1,1,0,11,2.75
Bernd Steinbach,1.285714286,2.428571429,16,15.85714286,4,2,1.285714286,114,7.125
Bernd Straube,2.3,10.7,15,30.4,4,2,2,69,4.6
Bernd Stube,1,2.5,9,20,1,0,0,1,0.111111111
Bernd Wurth,1.833333333,4,7,49.33333333,6,6,9.333333333,297,42.42857143
Bernd Zimek,1,3,1,34,0,0,2,0,0
Bernd-Holger Schlingloff,2,2.846153846,17,28.07692308,12,14,1.923076923,443,26.05882353
Bernhard Aichinger,1,5.5,3,21,0,0,0,0,0
Bernhard B\xc3\xa4umle,1,8,5,25,1,0,4,2,0.4
Bernhard Bauer,3.666666667,10.33333333,17,57.53333333,16,29,7.6,2579,151.7058824
Bernhard Buchli,0,13,1,0,0,0,0,0,0
Bernhard Burdiek,1,0,2,33.5,1,1,3,14,7
Bernhard Egger,1.75,8.75,11,30,7,7,29.75,237,21.54545455
Bernhard Eschermann,2,1.166666667,7,44.5,6,3,2.5,106,15.14285714
Bernhard Fechner,2.6,4.8,5,47.4,4,0,0.8,28,5.6
Bernhard H. C. Sputh,1.8,8.6,6,22,4,1,0,82,13.66666667
Bernhard Haumacher,2,3.75,7,47.25,5,5,0.75,395,56.42857143
Bernhard Hoppe,1.333333333,3.5,18,32,3,1,0.166666667,83,4.611111111
Bernhard Josko,1.4375,4.25,28,27.375,10,10,1.5,470,16.78571429
Bernhard Jungk,0,9,1,0,0,0,0,0,0
Bernhard Kick,1,4,2,27.5,2,1,8,19,9.5
Bernhard Lippmann,1,3,1,14,1,0,0,1,1
Bernhard M. Riess,1.25,2.75,7,30.75,4,4,2.5,233,33.28571429
Bernhard Moritz,1,1,19,20,1,1,1,12,0.631578947
Bernhard Plattner,4.363636364,14.95454545,28,86.45454545,27,52,7.045454545,3726,133.0714286
Bernhard Reus,2,4.428571429,17,35.78571429,13,14,4.857142857,626,36.82352941
Bernhard Rieder,2.5,10.75,4,34.75,5,4,1.25,178,44.5
Bernhard Ries,1.5,4,5,24.5,4,2,0,155,31
Bernhard Rinner,3.8,21,14,70.2,13,14,4,634,45.28571429
Bernhard Rohfleisch,1,3.5,7,26.16666667,5,5,3.5,160,22.85714286
Bernhard Sch\xc3\xa4tz,4.153846154,18.61538462,19,60.53846154,16,18,5.230769231,854,44.94736842
Bernhard Schmidt,1.333333333,2.166666667,20,18.66666667,6,4,1.083333333,96,4.8
Bernhard Scholz,4,14.5,12,66.1,14,20,30.5,544,45.33333333
Bernhard Sick,2.666666667,14.66666667,12,51.77777778,10,11,6.111111111,278,23.16666667
Bernhard Steffen,7.545454545,22.31818182,22,141.6818182,44,109,16.86363636,7532,342.3636364
Bernhard Walke,2.884615385,6.230769231,38,55.53846154,16,26,0.692307692,659,17.34210526
Bernhard Wunder,2,21,1,59,2,0,2,9,9
Bernie Rosenthal,1,3,1,32,0,0,0,0,0
Bernt Schiele,7.714285714,27.21428571,15,253.7857143,48,82,17.28571429,8191,546.0666667
Bert Gyselinckx,1.833333333,16.66666667,13,50.83333333,8,8,0.333333333,1001,77
Bert J. Debusschere,2.5,24.5,5,78.5,4,2,0,47,9.4
Bertan Bakkaloglu,1.833333333,14.5,6,40.33333333,4,3,1.333333333,87,14.5
Bertil Schmidt,5.076923077,18.23076923,14,113.0769231,16,27,10.61538462,1003,71.64285714
Bertil Svensson,1.692307692,4.384615385,26,29.07692308,8,5,3.615384615,284,10.92307692
Bertram Emil Shi,2.9,4.8,12,95.8,6,2,1.2,107,8.916666667
Bertram Lud\xc3\xa4scher,5.9375,27.0625,17,125.1875,33,65,19.6875,4965,292.0588235
Bertrand A. Maher,1.5,17.5,3,48,3,3,35.5,91,30.33333333
Bertrand Delsart,1,3.75,14,15.75,3,2,0,74,5.285714286
Bertrand Jeannet,1.7,6.7,11,22.9,12,13,8.8,667,60.63636364
Bertrand Le Gal,2,17.25,5,38,3,1,2.75,29,5.8
Bertrand Meyer,6.214285714,12.14285714,31,111.25,28,58,6.785714286,5791,186.8064516
Bertrand Parvais,1,30,1,24,0,0,0,0,0
Bertrand Rousseau,1.25,8.5,15,44.25,4,3,0.75,79,5.266666667
Bertrand Serlet,2,2.5,2,64,1,0,7.5,7,3.5
Bertrand T. David,2.428571429,5.571428571,31,57.42857143,5,3,4.285714286,86,2.774193548
Bessie C. Hu,2,10,2,42.5,3,2,9,189,94.5
Beth A. Plale,1,27,1,37,1,0,0,2,2
Beth Miklavcic,1,1,1,37,0,0,0,0,0
Beth Plale,4.272727273,21.63636364,11,89.81818182,19,25,7.090909091,1737,157.9090909
Beth R. Tibbitts,0,5,1,0,0,0,0,0,0
Beth Simon,2.7,21.7,19,50.1,15,21,15.6,1145,60.26315789
Beth Tibbitts,1.166666667,4,21,28,3,1,2.333333333,81,3.857142857
Beth W. Tucker,1,0,1,32,1,0,0,1,1
Bettina Buth,1.25,2.375,17,15.125,4,4,1.5,108,6.352941176
Bettina Kr\xc3\xbcger,1.5,5.5,3,12,2,2,8.5,45,15
Bettina Rebaud,1,18,1,14,1,0,0,1,1
Bettina Schnor,2,7.307692308,15,33,8,6,2.846153846,202,13.46666667
Betty H. C. Cheng,5.882352941,19.17647059,17,131.9411765,32,63,31.70588235,4134,243.1764706
Betty Livshitz,1,11,2,33,2,2,0.5,46,23
Betty Prince,1.2,0.6,9,17.6,2,1,0.8,63,7
Betty Salzberg,2.761904762,4.285714286,23,102.5238095,22,31,12.9047619,2133,92.73913043
Betul Buyukkurt,1.6,4.6,5,46.6,7,7,6,408,81.6
Bevan M. Baas,3,18.33333333,3,61.33333333,7,6,14.33333333,143,47.66666667
Beverly A. Sanders,1.647058824,3.823529412,23,33.29411765,8,7,0.941176471,473,20.56521739
Beverly Messick Huey,1,1,1,32,0,0,0,0,0
Beverly Sanders,1,1,1,38,1,0,0,8,8
Bevin Brett,0,3,1,0,0,0,0,0,0
Bevin G. Perumana,1,20,1,12,1,0,0,2,2
Bhabani P. Sinha,2.041666667,4.541666667,28,42.58333333,10,11,2.75,338,12.07142857
Bhagirath Narahari,2.277777778,6.166666667,23,51.72222222,11,11,4.111111111,524,22.7826087
Bhalchandra Jahagirdar,1,1,1,12,1,0,0,1,1
Bhandari Aditya,2,10,2,90,4,3,24,247,123.5
Bhanu Hariharan,1.333333333,2.333333333,5,35,4,4,5.666666667,85,17
Bhanu Kapoor,1.333333333,5.666666667,15,23,1,1,1,57,3.8
Bhanurekha Kasula,1,2,1,21,1,0,0,1,1
Bharadwaj Amrutur,4.666666667,28,3,82.66666667,4,2,14.66666667,64,21.33333333
Bharadwaj S. Amrutur,2,6.666666667,3,31,3,0,9.333333333,20,6.666666667
Bharadwaj Veeravalli,7.3,19.8,15,163.2,19,31,42.5,1228,81.86666667
Bharadwaj Vellore,0,2,1,0,0,0,0,0,0
Bharanidharan Vasudevan,0,24,1,0,0,0,0,0,0
Bharat B. Sukhwani,2,3,1,70,1,0,3,3,3
Bharat Chandramouli,1,3,4,18.66666667,2,1,2,21,5.25
Bharat Deep Rathi,1.25,3,11,28,3,2,0,68,6.181818182
Bharat Jayaraman,2.909090909,4.363636364,26,80.36363636,20,32,6.772727273,1061,40.80769231
Bharat Joshi,1.666666667,10.66666667,10,16.33333333,2,0,8.666666667,14,1.4
Bharat Kaul,0,9,1,0,0,0,0,0,0
Bharat Krishna,1,5.75,11,15.5,2,0,1.25,11,1
Bharat M. Deshpande,0,7,1,0,0,0,7,0,0
Bharat P. Dav,2.666666667,3,3,83,6,6,7.666666667,435,145
Bharat P. Dave,2.333333333,3,3,71.66666667,6,6,4.333333333,435,145
Bharat S.,1,2.5,16,13.75,2,1,0,16,1
Bharat Sukhwani,2.666666667,13.33333333,3,86.66666667,5,4,5.666666667,161,53.66666667
Bharath Balasubramanian,1,11,1,12,1,0,6,5,5
Bharath Iyer,1,2,1,50,1,1,9,12,12
Bharath N,1,1,1,14,0,0,0,0,0
Bharath Phanibhushana,0,5,1,0,0,0,0,0,0
Bharath Seshadri,1.5,5.5,6,33.5,4,2,1.75,57,9.5
Bharath Suri,0,7,1,0,0,0,0,0,0
Bharathi N. Krishnan,1,2,1,12,1,0,0,5,5
Bhargab B. Bhattacharya,4.72,16.16,26,88.32,15,39,11.24,1000,38.46153846
Bharghava Rajaram,0,17,1,0,0,0,0,0,0
Bhaskar Gadepally,1,2.5,15,22,1,0,0,1,0.066666667
Bhaskar Gopalan,0,0,1,0,0,0,0,0,0
Bhaskar Krishnamachari,11,45.25,9,360.875,41,65,47.75,8041,893.4444444
Bhaskar Mukherjee,1,2,1,15,1,1,3,10,10
Bhaskar Pal,1.25,5.5,5,24,3,0,7.5,23,4.6
Bhaskaram Prabhala,1,1,4,39,3,2,5.333333333,55,13.75
Bhavana Thudi,1,1,2,21,1,1,10.5,16,8
Bhavitavya Bhadviya,3.5,12,2,28.5,2,0,0,12,6
Bhavna Agrawal,1,3,1,32,1,0,5,2,2
Bhavya Daya,0,5,1,0,0,0,0,0,0
Bhibu Dutta Sahoo,0,4,1,0,0,0,0,0,0
Bhooma Srinivasaraghavan,1,2,1,12,1,0,0,7,7
Bhupesh Bansal,1,8,3,37,2,1,0,23,7.666666667
Bhusan Gupta,1,4,17,38,2,1,0,63,3.705882353
Bhushan A. Shinkre,1,1,1,15,1,0,2,3,3
Bhushan Jain,0,3,1,0,0,0,0,0,0
Bhuvan Bamba,2.75,15.25,5,112.25,6,6,14.5,286,57.2
Bhuvan Middha,1.25,3.5,7,24,5,5,9.75,143,20.42857143
Bhuvan Urgaonkar,3.428571429,17.42857143,8,86.85714286,16,19,39.85714286,1835,229.375
Bhuvanan Kaliannan,0,1,1,0,0,0,0,0,0
Bhuwan K. Agrawal,1,5.333333333,20,19.33333333,3,2,2.333333333,147,7.35
Bianca Schroeder,2.125,6.875,9,66.875,14,15,16,1875,208.3333333
Bibhudatta Sahoo,1,4.25,9,16.75,2,0,0.75,10,1.111111111
Bibiche M. Geuskens,0,95,1,0,0,0,0,0,0
Bicky Zhou,1,4,2,27,2,2,1.5,65,32.5
Bih-Hwang Lee,1.833333333,4.833333333,8,23.83333333,1,0,0.5,8,1
Bih-Lan Sheu,0,5,1,0,0,0,0,0,0
Bijan Alizadeh,1.333333333,7.166666667,6,21.83333333,3,1,4,35,5.833333333
Bijendra N. Jain,1.571428571,2.357142857,27,34.21428571,6,4,0.857142857,268,9.925925926
Bijoy A. Jose,2,24,1,21,2,1,10,12,12
Biju Viswanathan,1,7,1,12,0,0,0,0,0
Bikash Sabata,1.615384615,3.769230769,17,43,11,11,1.461538462,817,48.05882353
Bilel Belhadj,0,24,1,0,0,0,0,0,0
Bilel Derbel,2.5,8,6,49.25,5,1,18.75,66,11
Bilel Hadri,1,12,1,15,1,0,2,5,5
Bilge E. S. Akgul,1.75,4.75,7,30.25,6,6,5.5,207,29.57142857
Bilge Saglam Akgul,2,3.5,3,45.5,3,2,6,41,13.66666667
Bilha Mendelson,1.230769231,4.461538462,22,29.84615385,9,7,5,264,12
Bill Athas,1,0,8,9,1,0,0,1,0.125
Bill Berg,1,28,1,32,0,0,0,0,0
Bill Blake,1,0,1,37,0,0,0,0,0
Bill D. Richard,1,0,1,32,1,1,0,11,11
Bill Dally,1,1,1,31,0,0,0,0,0
Bill Dewey,0,2,1,0,0,0,2,0,0
Bill Eklow,3.166666667,11.5,7,56.83333333,7,5,0.666666667,107,15.28571429
Bill F. Appelbe,1,3,5,31.5,2,0,0,11,2.2
Bill Frerichs,1,6,1,34,0,0,0,0,0
Bill Gropp,1,83,1,37,0,0,16,0,0
Bill Grundmann,1.4,3.6,13,36.4,5,3,5,207,15.92307692
Bill Halpin,1.4,4.8,6,34.2,7,6,8,166,27.66666667
Bill Harris,2,8,1,64,1,1,6,58,58
Bill Harrison,1,3,1,32,1,1,6,58,58
Bill Kalsow,1,4.5,4,22.5,1,1,0,76,19
Bill Kramer,1,80,1,16,1,0,16,5,5
Bill Lattin,1,0,1,32,1,1,0,21,21
Bill Lin,4.294117647,13.05882353,22,118.4117647,27,50,16.47058824,2549,115.8636364
Bill Long,0,5,1,0,0,0,0,0,0
Bill McCaffrey,1,2.5,10,23,0,0,0,0,0
Bill McCalla,1,4,1,32,1,1,0,17,17
Bill McCloskey,1.666666667,6.333333333,4,49.66666667,5,5,18,271,67.75
Bill McNamara,1,1,1,32,1,1,0,18,18
Bill Milam,1,5,1,18,1,1,0,15,15
Bill Moyer,2.333333333,5.666666667,4,45.33333333,4,3,3.666666667,212,53
Bill Nitzberg,1.666666667,4.111111111,12,39.55555556,11,11,3.333333333,1390,115.8333333
Bill Radke,2,12,1,45,2,2,0,158,158
Bill Read,1,3,1,32,1,0,3,6,6
Bill S. H. Kwan,1,6,1,18,1,1,0,34,34
Bill Salefski,1,4,1,32,1,1,9,79,79
Bill Swartz,1,5,1,34,1,1,7,16,16
Bill Teel,1,1,1,32,1,0,0,9,9
Bill Thigpen,1,5,1,37,1,1,1,30,30
Bill Underwood,1.375,2.75,20,26.125,8,7,0.75,324,16.2
Bill Webster,1,23,1,12,1,0,0,4,4
Bill Witowsky,1,0,1,12,1,0,0,1,1
Bill Yoder,1,7,1,21,1,1,21,58,58
Bimal K. Roy,2.272727273,4.909090909,12,44.72727273,8,8,5,241,20.08333333
Biman Chakraborty,1,3,1,12,1,0,0,5,5
Biman Chattopadhyay,0,22,1,0,0,0,0,0,0
Bin Cai,2.833333333,10.16666667,6,42.83333333,3,0,0,29,4.833333333
Bin Huang,2.333333333,13.33333333,10,65.55555556,10,10,4.111111111,735,73.5
Bin Jia,2.125,17.5,10,73.5,7,5,11.375,557,55.7
Bin Li,23.10526316,148.2631579,19,551.2631579,35,140,50.57894737,5117,269.3157895
Bin Lin,4.066666667,15.2,19,95.33333333,17,24,13.93333333,826,43.47368421
Bin Liu,17.8,119.7,12,478.8,24,58,44.6,1995,166.25
Bin Wang,14.14285714,84.85714286,22,315.2857143,24,62,28.64285714,2715,123.4090909
Bin Wei,1.9,11.6,14,68.5,10,10,8,344,24.57142857
Bin Wu,5.769230769,52,14,130,13,23,15.15384615,571,40.78571429
Bin Xiao,6.222222222,32.77777778,9,123,13,18,13.22222222,638,70.88888889
Bin Xin,1,16.33333333,4,27,3,3,18.33333333,114,28.5
Bin Ye,3.8,11.8,6,51.6,6,4,5.4,100,16.66666667
Bin Zhang,11.57142857,64.92857143,20,212.9285714,24,41,17.57142857,1956,97.8
Bin Zhou,5.928571429,33.42857143,15,130.2857143,15,24,11.71428571,1250,83.33333333
Binay J. George,1,3,1,32,1,1,1,11,11
Binay K. Bhattacharya,3.238095238,9.238095238,27,61.19047619,15,29,5.047619048,745,27.59259259
Bing Bing Zhou,2.411764706,11.47058824,21,47.35294118,9,9,2,254,12.0952381
Bing He,2.75,24.75,4,50.25,8,8,3,220,55
Bing J. Sheu,2.769230769,6.384615385,16,70.76923077,9,8,0,329,20.5625
Bing Li,14.2,68.15,21,397.75,57,144,44.3,14668,698.4761905
Bing Liu,9.764705882,37.47058824,21,317.8823529,47,104,43.58823529,11698,557.047619
Bing Shi,2.25,18.5,4,38.75,3,1,3.25,32,8
Bing Wu,3.090909091,17.72727273,12,57.18181818,12,12,4,857,71.41666667
Bing Xie,4.833333333,37.66666667,6,80.66666667,9,8,17.66666667,289,48.16666667
Bing-Chuan Bai,1,9,1,12,0,0,3,0,0
Bing-Shiun Hsieh,0,2,1,0,0,0,0,0,0
Bing-Yu Hsieh,2.8,13.6,5,76.6,10,11,0.6,1130,226
Bing-rung Tsai,1.2,1.2,11,28.4,3,1,0.2,22,2
Bingchen Li,1.333333333,5,5,27,2,0,2.666666667,6,1.2
Bingfeng Mei,1.75,10.5,8,31.875,10,10,8.75,965,120.625
Bingjun Xiao,0,9,1,0,0,0,1,0,0
Bingsheng He,2.888888889,21,15,83.66666667,14,19,31.44444444,1037,69.13333333
Bingxiong Xu,1,2.5,7,16,1,1,4,20,2.857142857
Bingxue Shi,1.75,2.25,12,38.875,4,0,0,20,1.666666667
Bingzhong Guan,1,1.5,3,14,2,1,0,19,6.333333333
Binh Vien Dao,1.2,3,6,42.6,6,6,13,196,32.66666667
Biniam Gebremichael,1.666666667,4.333333333,4,29,5,4,2.666666667,93,23.25
Binjie Cheng,1,50,1,36,1,0,0,4,4
Binoy Ravindran,7.153846154,24.23076923,13,139.5384615,22,43,29.15384615,1531,117.7692308
Binu K. Mathew,1.75,5,5,34.5,7,6,12,278,55.6
Binxing Fang,13.4,61.2,5,219.8,9,9,15,277,55.4
Binyu Zang,3,22.125,12,53.375,6,5,16.125,217,18.08333333
Binzhang Fu,0,13,1,0,0,0,0,0,0
Bipin Rajendran,1,16.5,3,22,1,0,0.5,2,0.666666667
Biplab K. Sikdar,5.111111111,20.88888889,9,66.77777778,10,12,6.444444444,343,38.11111111
Biplab Kumar Sikdar,1,14,1,25,0,0,3,0,0
Biplab Kumer Sarker,2.4,7.2,7,29.4,4,2,1.2,51,7.285714286
Biplab Sikdar,6.777777778,13.55555556,9,271.4444444,18,25,5.777777778,1460,162.2222222
Bipul C. Paul,2,7,3,32.33333333,5,4,7,334,111.3333333
Bipul Chandra Paul,2.625,6.25,9,58.5,15,18,7.875,911,101.2222222
Bipul Das,1.166666667,2,8,21.33333333,3,0,3.5,21,2.625
Biranchinath Sahu,1,1,5,11,2,2,0.333333333,57,11.4
Birger Becker,0,11,1,0,0,0,0,0,0
Birger Landwehr,1.333333333,1.666666667,6,37.33333333,3,3,3.333333333,177,29.5
Birger M\xc3\xb8ller-Pedersen,1.666666667,7.866666667,26,30.6,11,11,7.666666667,1486,57.15384615
Birgit Holzapfl,1.666666667,21.33333333,5,89,2,2,0,55,11
Birgit Sanders,0,4,1,0,0,0,0,0,0
Birgit Schwarz,1,4,1,42,1,1,2,15,15
Birjodh Tiwana,0,15,1,0,0,0,8,0,0
Biruk Mammo,0,6,1,0,0,0,0,0,0
Bishnu Prasad Das,1.333333333,7,3,15.66666667,3,0,0,20,6.666666667
Bishnupriya Bhattacharya,1.166666667,2.666666667,11,27.16666667,5,3,1.166666667,239,21.72727273
Bishop Brock,1.125,7.5,21,19.625,7,7,4.25,309,14.71428571
Biswadeep Chaterjee,1,2,1,12,1,0,0,1,1
Biswadeep Chatterjee,1,3,1,12,0,0,0,0,0
Biswadip Mitra,1.4,2,12,21.6,3,1,0.2,31,2.583333333
Biswajit Mishra,1,3,1,5,1,0,7,4,4
Biswajit Ray,1,0.5,16,18,1,0,0,2,0.125
Biswanath Mukherjee,8.15,29.7,20,328.9,36,88,8.8,8906,445.3
Bita Gorjiara,3.2,6.4,5,64.6,8,7,18.8,173,34.6
Bithika Khargharia,2.2,11.2,6,40.4,7,7,6.4,423,70.5
Bj\xc3\xb6rn Andersson,3.8,13.1,10,94.2,16,22,2.1,997,99.7
Bj\xc3\xb6rn B. Brandenburg,3.5,16,2,65.5,6,6,0,322,161
Bj\xc3\xb6rn D\xc3\xb6bel,0,9,1,0,0,0,18,0,0
Bj\xc3\xb6rn Debaillie,2,45.5,3,78,2,1,2.5,40,13.33333333
Bj\xc3\xb6rn Eversmann,1.333333333,15,3,64.66666667,1,0,0,2,0.666666667
Bj\xc3\xb6rn Fiethe,1.333333333,13.66666667,11,34,2,1,0.666666667,22,2
Bj\xc3\xb6rn Fjellborg,1,4.333333333,7,12.33333333,2,2,0,52,7.428571429
Bj\xc3\xb6rn Franke,2.333333333,12.83333333,8,39.83333333,9,9,33,445,55.625
Bj\xc3\xb6rn Griese,1.5,4.25,5,21.75,3,2,0.75,44,8.8
Bj\xc3\xb6rn Grimm,2,6,1,58,2,2,0,173,173
Bj\xc3\xb6rn Kolbeck,2,20,3,45.5,3,2,9.5,98,32.66666667
Bj\xc3\xb6rn Lisper,2.529411765,6.294117647,23,43.23529412,19,24,9.588235294,984,42.7826087
Bj\xc3\xb6rn Mennenga,1,17.5,2,15,1,0,0,8,4
Bj\xc3\xb6rn Osterloh,1.5,13,2,29,2,1,1,21,10.5
Bj\xc3\xb6rn Pehrson,1.818181818,3.454545455,24,47.36363636,6,6,1.363636364,232,9.666666667
Bj\xc3\xb6rn Sander,1,5,1,10,1,0,20,9,9
Bj\xc3\xb6rn Wachter,2.666666667,25.33333333,3,47.66666667,6,6,15,271,90.33333333
Bj\xc3\xb8m Johnsen,1,5,1,38,1,1,0,16,16
Bj\xc3\xb8rn B. Larsen,0,13,1,0,0,0,2,0,0
Bj\xc3\xb8rn Jager,1,2,2,19,1,0,0,2,1
Bj\xc3\xb8rnar Hernes,1.333333333,6.666666667,7,75.66666667,0,0,0,0,0
Bjarne Hald,1,1,3,24,1,1,3,66,22
Bjarne Steensgaard,2,5.166666667,15,44.5,9,9,36.5,1469,97.93333333
